date,open,high,low,close,volume
2017-01-19,1.6299159526824951,1.6299159526824951,1.6291660070419312,1.6291660070419312,624000
2017-01-20,1.6291660070419312,1.6291660070419312,1.6291660070419312,1.6291660070419312,0
2017-01-23,1.6291660070419312,1.6291660070419312,1.6291660070419312,1.6291660070419312,0
2017-01-24,1.6291660070419312,1.6291660070419312,1.6291660070419312,1.6291660070419312,0
2017-01-26,1.6291660070419312,1.6291660070419312,1.6291660070419312,1.6291660070419312,0
2017-01-27,1.6291660070419312,1.6291660070419312,1.6291660070419312,1.6291660070419312,0
2017-01-30,1.6291660070419312,1.6291660070419312,1.6291660070419312,1.6291660070419312,0
2017-01-31,1.6462500095367432,1.6462500095367432,1.6462500095367432,1.6462500095367432,1200000
2017-02-01,1.6462500095367432,1.6462500095367432,1.6462500095367432,1.6462500095367432,0
2017-02-02,1.6462500095367432,1.6462500095367432,1.6462500095367432,1.6462500095367432,0
2017-02-03,1.6462500095367432,1.6462500095367432,1.6462500095367432,1.6462500095367432,0
2017-02-06,1.6462500095367432,1.6462500095367432,1.6462500095367432,1.6462500095367432,0
2017-02-07,1.6462500095367432,1.6462500095367432,1.6462500095367432,1.6462500095367432,0
2017-02-08,1.6462500095367432,1.6462500095367432,1.6462500095367432,1.6462500095367432,0
2017-02-09,1.6462500095367432,1.6462500095367432,1.6462500095367432,1.6462500095367432,0
2017-02-10,1.6462500095367432,1.6462500095367432,1.6462500095367432,1.6462500095367432,0
2017-02-13,1.6462500095367432,1.6462500095367432,1.6462500095367432,1.6462500095367432,0
2017-02-14,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,324000
2017-02-15,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-02-16,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-02-17,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-02-20,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-02-21,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-02-22,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-02-23,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-02-24,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-01,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-02,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-03,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-06,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-07,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-08,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-09,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-10,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-13,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-14,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-15,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-16,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-17,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-20,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-21,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-22,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-23,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-24,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-27,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-28,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-29,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-30,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-03-31,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-04-03,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-04-04,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-04-05,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-04-06,1.860416054725647,1.860416054725647,1.860416054725647,1.860416054725647,0
2017-04-07,1.9666659832000732,1.9666659832000732,1.9666659832000732,1.9666659832000732,12000
2017-04-10,1.9666659832000732,1.9666659832000732,1.9666659832000732,1.9666659832000732,0
2017-04-11,1.9666659832000732,1.9666659832000732,1.9666659832000732,1.9666659832000732,0
2017-04-12,1.9666659832000732,1.9666659832000732,1.9666659832000732,1.9666659832000732,0
2017-04-13,1.9666659832000732,1.9666659832000732,1.9666659832000732,1.9666659832000732,0
2017-04-17,1.9666659832000732,1.9666659832000732,1.9666659832000732,1.9666659832000732,0
2017-04-18,1.9529999494552612,1.9529999494552612,1.9529999494552612,1.9529999494552612,24000
2017-04-19,1.9529999494552612,1.9529999494552612,1.9529999494552612,1.9529999494552612,0
2017-04-20,1.9529999494552612,1.9529999494552612,1.9529999494552612,1.9529999494552612,0
2017-04-24,1.9529999494552612,1.9529999494552612,1.9529999494552612,1.9529999494552612,0
2017-04-25,1.9529999494552612,1.9529999494552612,1.9529999494552612,1.9529999494552612,0
2017-04-26,1.9529999494552612,1.9529999494552612,1.9529999494552612,1.9529999494552612,0
2017-04-27,1.9529999494552612,1.9529999494552612,1.9529999494552612,1.9529999494552612,0
2017-04-28,1.9529999494552612,1.9529999494552612,1.9529999494552612,1.9529999494552612,0
2017-05-02,1.9529999494552612,1.9529999494552612,1.9529999494552612,1.9529999494552612,0
2017-05-03,1.9529999494552612,1.9529999494552612,1.9529999494552612,1.9529999494552612,0
2017-05-04,1.9529999494552612,1.9529999494552612,1.9529999494552612,1.9529999494552612,0
2017-05-05,1.9529999494552612,1.9529999494552612,1.9529999494552612,1.9529999494552612,0
2017-05-08,1.9529999494552612,1.9529999494552612,1.9529999494552612,1.9529999494552612,0
2017-05-09,1.9529999494552612,1.9529999494552612,1.9529999494552612,1.9529999494552612,0
